#             E [au]         delta_0 [1]         delta_1 [1]
   8.990000000000E-1   -1.227317724920E0   6.398034068899E-1
   8.995000000000E-1   -1.228004858138E0   6.395434972616E-1
   9.000000000000E-1   -1.228691863281E0   6.392851285890E-1
   9.005000000000E-1   -1.229378739014E0   6.390283025436E-1
   9.010000000000E-1   -1.230065484012E0   6.387730208026E-1
   9.015000000000E-1   -1.230752096953E0   6.385192850310E-1
   9.020000000000E-1   -1.231438576524E0   6.382670969120E-1
   9.025000000000E-1   -1.232124921418E0   6.380164581213E-1
   9.030000000000E-1   -1.232811130339E0   6.377673703338E-1
   9.035000000000E-1   -1.233497201999E0   6.375198352351E-1
   9.040000000000E-1   -1.234183135106E0   6.372738545007E-1
   9.045000000000E-1   -1.234868928379E0   6.370294298151E-1
   9.050000000000E-1   -1.235554580554E0   6.367865628697E-1
   9.055000000000E-1   -1.236240090368E0   6.365452553449E-1
   9.060000000000E-1   -1.236925456555E0   6.363055089289E-1
   9.065000000000E-1   -1.237610677869E0   6.360673253110E-1
   9.070000000000E-1   -1.238295753065E0   6.358307061838E-1
   9.075000000000E-1   -1.238980680901E0   6.355956532367E-1
   9.080000000000E-1   -1.239665460147E0   6.353621681625E-1
   9.085000000000E-1   -1.240350089583E0   6.351302526625E-1
   9.090000000000E-1   -1.241034567981E0   6.348999084226E-1
   9.095000000000E-1   -1.241718894138E0   6.346711371472E-1
   9.100000000000E-1   -1.242403066846E0   6.344439405360E-1
   9.105000000000E-1   -1.243087084900E0   6.342183202803E-1
   9.110000000000E-1   -1.243770947114E0   6.339942780905E-1
   9.115000000000E-1   -1.244454652294E0   6.337718156635E-1
   9.120000000000E-1   -1.245138199269E0   6.335509347034E-1
   9.125000000000E-1   -1.245821586854E0   6.333316369170E-1
   9.130000000000E-1   -1.246504813886E0   6.331139240110E-1
   9.135000000000E-1   -1.247187879202E0   6.328977976887E-1
   9.140000000000E-1   -1.247870781645E0   6.326832596615E-1
   9.145000000000E-1   -1.248553520068E0   6.324703116372E-1
   9.150000000000E-1   -1.249236093327E0   6.322589553254E-1
   9.155000000000E-1   -1.249918500276E0   6.320491924382E-1
   9.160000000000E-1   -1.250600739792E0   6.318410246886E-1
   9.165000000000E-1   -1.251282810748E0   6.316344537911E-1
   9.170000000000E-1   -1.251964712020E0   6.314294814545E-1
   9.175000000000E-1   -1.252646442495E0   6.312261093999E-1
   9.180000000000E-1   -1.253328001064E0   6.310243393392E-1
   9.185000000000E-1   -1.254009386622E0   6.308241729959E-1
   9.190000000000E-1   -1.254690598072E0   6.306256120810E-1
   9.195000000000E-1   -1.255371634327E0   6.304286583178E-1
   9.200000000000E-1   -1.256052494295E0   6.302333134229E-1
   9.205000000000E-1   -1.256733176900E0   6.300395791183E-1
   9.210000000000E-1   -1.257413681067E0   6.298474571255E-1
   9.215000000000E-1   -1.258094005723E0   6.296569491680E-1
   9.220000000000E-1   -1.258774149809E0   6.294680569637E-1
   9.225000000000E-1   -1.259454112265E0   6.292807822388E-1
   9.230000000000E-1   -1.260133892041E0   6.290951267201E-1
   9.235000000000E-1   -1.260813488081E0   6.289110921268E-1
   9.240000000000E-1   -1.261492899353E0   6.287286801889E-1
   9.245000000000E-1   -1.262172124815E0   6.285478926298E-1
   9.250000000000E-1   -1.262851163436E0   6.283687311789E-1
   9.255000000000E-1   -1.263530014193E0   6.281911975586E-1
   9.260000000000E-1   -1.264208676063E0   6.280152935005E-1
   9.265000000000E-1   -1.264887148030E0   6.278410207327E-1
   9.270000000000E-1   -1.265565429088E0   6.276683809794E-1
   9.275000000000E-1   -1.266243518229E0   6.274973759717E-1
   9.280000000000E-1   -1.266921414451E0   6.273280074431E-1
   9.285000000000E-1   -1.267599116766E0   6.271602771177E-1
   9.290000000000E-1   -1.268276624176E0   6.269941867269E-1
   9.295000000000E-1   -1.268953935700E0   6.268297380021E-1
   9.300000000000E-1   -1.269631050360E0   6.266669326733E-1
   9.305000000000E-1   -1.270307967177E0   6.265057724711E-1
   9.310000000000E-1   -1.270984685185E0   6.263462591271E-1
   9.315000000000E-1   -1.271661203421E0   6.261883943745E-1
   9.320000000000E-1   -1.272337520920E0   6.260321799395E-1
   9.325000000000E-1   -1.273013636730E0   6.258776175581E-1
   9.330000000000E-1   -1.273689549902E0   6.257247089606E-1
   9.335000000000E-1   -1.274365259488E0   6.255734558779E-1
   9.340000000000E-1   -1.275040764550E0   6.254238600425E-1
   9.345000000000E-1   -1.275716064148E0   6.252759231882E-1
   9.350000000000E-1   -1.276391157356E0   6.251296470453E-1
   9.355000000000E-1   -1.277066043246E0   6.249850333439E-1
   9.360000000000E-1   -1.277740720896E0   6.248420838185E-1
   9.365000000000E-1   -1.278415189390E0   6.247008001989E-1
   9.370000000000E-1   -1.279089447813E0   6.245611842139E-1
   9.375000000000E-1   -1.279763495262E0   6.244232375991E-1
   9.380000000000E-1   -1.280437330828E0   6.242869620814E-1
   9.385000000000E-1   -1.281110953617E0   6.241523593972E-1
   9.390000000000E-1   -1.281784362734E0   6.240194312724E-1
   9.395000000000E-1   -1.282457557287E0   6.238881794379E-1
   9.400000000000E-1   -1.283130536395E0   6.237586056222E-1
   9.405000000000E-1   -1.283803299175E0   6.236307115565E-1
   9.410000000000E-1   -1.284475844750E0   6.235044989704E-1
   9.415000000000E-1   -1.285148172248E0   6.233799695898E-1
   9.420000000000E-1   -1.285820280802E0   6.232571251451E-1
   9.425000000000E-1   -1.286492169550E0   6.231359673628E-1
   9.430000000000E-1   -1.287163837635E0   6.230164979681E-1
   9.435000000000E-1   -1.287835284196E0   6.228987186907E-1
   9.440000000000E-1   -1.288506508388E0   6.227826312521E-1
   9.445000000000E-1   -1.289177509366E0   6.226682373797E-1
   9.450000000000E-1   -1.289848286286E0   6.225555387992E-1
   9.455000000000E-1   -1.290518838307E0   6.224445372294E-1
   9.460000000000E-1   -1.291189164601E0   6.223352343993E-1
   9.465000000000E-1   -1.291859264338E0   6.222276320256E-1
   9.470000000000E-1   -1.292529136686E0   6.221217318317E-1
   9.475000000000E-1   -1.293198780833E0   6.220175355387E-1
   9.480000000000E-1   -1.293868195959E0   6.219150448614E-1
   9.485000000000E-1   -1.294537381249E0   6.218142615226E-1
   9.490000000000E-1   -1.295206335894E0   6.217151872397E-1
   9.495000000000E-1   -1.295875059092E0   6.216178237230E-1
   9.500000000000E-1   -1.296543550044E0   6.215221726948E-1
   9.505000000000E-1   -1.297211807949E0   6.214282358655E-1
   9.510000000000E-1   -1.297879832010E0   6.213360149476E-1
   9.515000000000E-1   -1.298547621448E0   6.212455116521E-1
   9.520000000000E-1   -1.299215175469E0   6.211567276914E-1
   9.525000000000E-1   -1.299882493296E0   6.210696647752E-1
   9.530000000000E-1   -1.300549574150E0   6.209843246084E-1
   9.535000000000E-1   -1.301216417260E0   6.209007088970E-1
   9.540000000000E-1   -1.301883021855E0   6.208188193524E-1
   9.545000000000E-1   -1.302549387167E0   6.207386576710E-1
   9.550000000000E-1   -1.303215512436E0   6.206602255546E-1
   9.555000000000E-1   -1.303881396904E0   6.205835247049E-1
   9.560000000000E-1   -1.304547039813E0   6.205085568241E-1
   9.565000000000E-1   -1.305212440412E0   6.204353236068E-1
   9.570000000000E-1   -1.305877597955E0   6.203638267479E-1
   9.575000000000E-1   -1.306542511701E0   6.202940679429E-1
   9.580000000000E-1   -1.307207180906E0   6.202260488831E-1
   9.585000000000E-1   -1.307871604838E0   6.201597712600E-1
   9.590000000000E-1   -1.308535782758E0   6.200952367612E-1
   9.595000000000E-1   -1.309199713941E0   6.200324470705E-1
   9.600000000000E-1   -1.309863397658E0   6.199714038740E-1
   9.605000000000E-1   -1.310526833194E0   6.199121088584E-1
   9.610000000000E-1   -1.311190019819E0   6.198545636984E-1
   9.615000000000E-1   -1.311852956831E0   6.197987700763E-1
   9.620000000000E-1   -1.312515643509E0   6.197447296658E-1
   9.625000000000E-1   -1.313178079146E0   6.196924441430E-1
   9.630000000000E-1   -1.313840263038E0   6.196419151824E-1
   9.635000000000E-1   -1.314502194485E0   6.195931444491E-1
   9.640000000000E-1   -1.315163872785E0   6.195461336127E-1
   9.645000000000E-1   -1.315825297251E0   6.195008843384E-1
   9.650000000000E-1   -1.316486467190E0   6.194573982874E-1
   9.655000000000E-1   -1.317147381907E0   6.194156771235E-1
   9.660000000000E-1   -1.317808040724E0   6.193757225013E-1
   9.665000000000E-1   -1.318468442958E0   6.193375360756E-1
   9.670000000000E-1   -1.319128587933E0   6.193011194995E-1
   9.675000000000E-1   -1.319788474969E0   6.192664744271E-1
   9.680000000000E-1   -1.320448103401E0   6.192336025017E-1
   9.685000000000E-1   -1.321107472554E0   6.192025053673E-1
   9.690000000000E-1   -1.321766581772E0   6.191731846685E-1
   9.695000000000E-1   -1.322425430388E0   6.191456420468E-1
   9.700000000000E-1   -1.323084017743E0   6.191198791269E-1
   9.705000000000E-1   -1.323742343183E0   6.190958975550E-1
   9.710000000000E-1   -1.324400406054E0   6.190736989513E-1
   9.715000000000E-1   -1.325058205713E0   6.190532849514E-1
   9.720000000000E-1   -1.325715741508E0   6.190346571729E-1
   9.725000000000E-1   -1.326373012800E0   6.190178172393E-1
   9.730000000000E-1   -1.327030018945E0   6.190027667685E-1
   9.735000000000E-1   -1.327686759308E0   6.189895073722E-1
   9.740000000000E-1   -1.328343233257E0   6.189780406645E-1
   9.745000000000E-1   -1.328999440163E0   6.189683682528E-1
   9.750000000000E-1   -1.329655379395E0   6.189604917392E-1
   9.755000000000E-1   -1.330311050329E0   6.189544127245E-1
   9.760000000000E-1   -1.330966452345E0   6.189501328090E-1
   9.765000000000E-1   -1.331621584824E0   6.189476535843E-1
   9.770000000000E-1   -1.332276447149E0   6.189469766396E-1
   9.775000000000E-1   -1.332931038707E0   6.189481035639E-1
   9.780000000000E-1   -1.333585358895E0   6.189510359357E-1
   9.785000000000E-1   -1.334239407097E0   6.189557753422E-1
   9.790000000000E-1   -1.334893182712E0   6.189623233469E-1
   9.795000000000E-1   -1.335546685141E0   6.189706815290E-1
   9.800000000000E-1   -1.336199913785E0   6.189808514546E-1
   9.805000000000E-1   -1.336852868050E0   6.189928346835E-1
   9.810000000000E-1   -1.337505547340E0   6.190066327776E-1
   9.815000000000E-1   -1.338157951070E0   6.190222472858E-1
   9.820000000000E-1   -1.338810078647E0   6.190396797685E-1
   9.825000000000E-1   -1.339461929490E0   6.190589317667E-1
   9.830000000000E-1   -1.340113503020E0   6.190800048223E-1
   9.835000000000E-1   -1.340764798658E0   6.191029004711E-1
   9.840000000000E-1   -1.341415815825E0   6.191276202489E-1
   9.845000000000E-1   -1.342066553946E0   6.191541656866E-1
   9.850000000000E-1   -1.342717012456E0   6.191825383037E-1
   9.855000000000E-1   -1.343367190789E0   6.192127396211E-1
   9.860000000000E-1   -1.344017088372E0   6.192447711558E-1
   9.865000000000E-1   -1.344666704648E0   6.192786344130E-1
   9.870000000000E-1   -1.345316039060E0   6.193143309051E-1
   9.875000000000E-1   -1.345965091043E0   6.193518621260E-1
   9.880000000000E-1   -1.346613860048E0   6.193912295739E-1
   9.885000000000E-1   -1.347262345520E0   6.194324347381E-1
   9.890000000000E-1   -1.347910546916E0   6.194754791065E-1
   9.895000000000E-1   -1.348558463684E0   6.195203641587E-1
   9.900000000000E-1   -1.349206095279E0   6.195670913667E-1
   9.905000000000E-1   -1.349853441162E0   6.196156622048E-1
   9.910000000000E-1   -1.350500500794E0   6.196660781357E-1
   9.915000000000E-1   -1.351147273642E0   6.197183406169E-1
   9.920000000000E-1   -1.351793759166E0   6.197724511048E-1
   9.925000000000E-1   -1.352439956836E0   6.198284110461E-1
   9.930000000000E-1   -1.353085866125E0   6.198862218813E-1
   9.935000000000E-1   -1.353731486508E0   6.199458850523E-1
   9.940000000000E-1   -1.354376817456E0   6.200074019900E-1
   9.945000000000E-1   -1.355021858453E0   6.200707741153E-1
   9.950000000000E-1   -1.355666608976E0   6.201360028514E-1
   9.955000000000E-1   -1.356311068508E0   6.202030896100E-1
   9.960000000000E-1   -1.356955236538E0   6.202720358030E-1
   9.965000000000E-1   -1.357599112554E0   6.203428428277E-1
   9.970000000000E-1   -1.358242696044E0   6.204155120841E-1
   9.975000000000E-1   -1.358885986503E0   6.204900449560E-1
   9.980000000000E-1   -1.359528983427E0   6.205664428331E-1
   9.985000000000E-1   -1.360171686309E0   6.206447070859E-1
   9.990000000000E-1   -1.360814094654E0   6.207248390920E-1
   9.995000000000E-1   -1.361456207962E0   6.208068402083E-1
    1.000000000000E0   -1.362098025743E0   6.208907117973E-1
